OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotPerformedCycles,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
337,OU PHYSICIANS REPRODUCTIVE MEDICINE,,OKLAHOMA CITY,OKLAHOMA,100%,95%,0%,0%,3%,23%,12%,13%,21%,2%,45%,20%,13%,18%,24%,166,0,"Karl R. Hansen, MD, PhD",83,22,15,1,1,0,1.2,9.1,1 / 15,0 / 1,0 / 1,,2.0,2.1,2.4,3.0,3.0,,40.3,25.0,24.2,0 / 3,0 / 3,,1.3,0 / 18,0 / 13,0 / 1,0 / 1,,33.7,18.2,4 / 15,0 / 1,0 / 1,,0.0,0.0,0 / 15,0 / 1,0 / 1,,51.8,27.3,6 / 15,0 / 1,0 / 1,,57.8,36.4,7 / 15,0 / 1,0 / 1,,80,19,14,1,1,0,35.0,4 / 19,4 / 14,0 / 1,0 / 1,,0.0,0 / 19,0 / 14,0 / 1,0 / 1,,53.8,6 / 19,6 / 14,0 / 1,0 / 1,,60.0,8 / 19,7 / 14,0 / 1,0 / 1,,48,8,7,0,0,0,58.3,4 / 8,4 / 7,,,,0.0,0 / 8,0 / 7,,,,89.6,6 / 8,6 / 7,,,,17,11,3,1,1,1,17,11,3,1,1,1,1.7,2.8,3.0,,,,1.9,2.0,2.0,2.0,3.0,1.0,25.0,31.8,1 / 6,0 / 2,1 / 3,1 / 1,4 / 17,4 / 11,0 / 3,0 / 1,1 / 1,1 / 1,0 / 17,0 / 11,0 / 3,0 / 1,0 / 1,0 / 1,6 / 17,5 / 11,0 / 3,0 / 1,1 / 1,1 / 1,11 / 17,6 / 11,2 / 3,0 / 1,1 / 1,1 / 1,5,5,4,5,2.0,2.0,4 / 8,5 / 10,0 / 4,1 / 5,2 / 4,2 / 5,2 / 4,3 / 5,OU Physicians Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OK
338,TULSA CENTER FOR FERTILITY & WOMEN'S HEALTH,,TULSA,OKLAHOMA,100%,71%,0%,0%,6%,19%,21%,14%,15%,1%,47%,15%,9%,13%,24%,309,2,"Stanley G. Prough, MD",119,42,20,10,3,0,7.6,4.8,10.0,4 / 10,0 / 3,,1.9,1.9,1.9,1.8,2.0,,31.1,30.3,11.5,0 / 7,0 / 4,,5.0,3.4,0 / 10,0 / 2,0 / 1,,21.0,31.0,5.0,0 / 10,0 / 3,,0.0,0.0,0.0,0 / 10,0 / 3,,30.3,38.1,10.0,0 / 10,0 / 3,,37.0,45.2,20.0,0 / 10,0 / 3,,89,35,14,4,2,0,28.1,37.1,1 / 14,0 / 4,0 / 2,,0.0,0.0,0 / 14,0 / 4,0 / 2,,40.4,45.7,2 / 14,0 / 4,0 / 2,,49.4,54.3,4 / 14,0 / 4,0 / 2,,44,19,4,0,0,0,56.8,13 / 19,1 / 4,,,,0.0,0 / 19,0 / 4,,,,81.8,16 / 19,2 / 4,,,,58,19,8,2,1,2,55,18,6,2,1,2,2.1,3.0,1.0,,,,1.7,1.8,2.0,2.0,2.0,1.5,39.6,27.3,1 / 12,0 / 4,1 / 2,0 / 3,32.7,6 / 18,0 / 6,0 / 2,1 / 1,0 / 2,0.0,0 / 18,0 / 6,0 / 2,0 / 1,0 / 2,45.5,6 / 18,0 / 6,0 / 2,1 / 1,0 / 2,56.4,10 / 18,2 / 6,0 / 2,1 / 1,0 / 2,12,11,10,11,1.8,2.2,9 / 18,25.0,5 / 10,3 / 11,7 / 10,4 / 11,7 / 10,6 / 11,Tulsa Center for Fertility & Women's Health,Yes,Yes,Yes,No,Yes,Yes,Yes,0,OK
339,THE FERTILITY CENTER OF OREGON,,EUGENE,OREGON,100%,85%,0%,3%,7%,11%,28%,32%,5%,11%,36%,11%,12%,18%,26%,124,0,"Douglas J. Austin, MD",36,17,5,1,0,0,5.6,1 / 17,0 / 5,0 / 1,,,2.3,2.6,2.8,3.0,,,27.1,19.0,5 / 14,0 / 3,,,3.3,0 / 16,0 / 5,0 / 1,,,22.2,4 / 17,2 / 5,0 / 1,,,0.0,0 / 17,0 / 5,0 / 1,,,33.3,5 / 17,3 / 5,0 / 1,,,36.1,6 / 17,3 / 5,0 / 1,,,30,16,5,1,0,0,26.7,4 / 16,2 / 5,0 / 1,,,0.0,0 / 16,0 / 5,0 / 1,,,40.0,5 / 16,3 / 5,0 / 1,,,43.3,6 / 16,3 / 5,0 / 1,,,13,6,3,0,0,0,8 / 13,4 / 6,2 / 3,,,,0 / 13,0 / 6,0 / 3,,,,12 / 13,5 / 6,3 / 3,,,,27,9,0,0,0,1,27,9,0,0,0,1,2.5,1.1,,,,,2.3,2.2,,,,2.0,12.9,35.0,,,,1 / 2,18.5,1 / 9,,,,1 / 1,0.0,1 / 9,,,,0 / 1,22.2,2 / 9,,,,1 / 1,25.9,4 / 9,,,,1 / 1,14,14,14,14,2.1,2.3,36.7,21.9,5 / 14,3 / 14,6 / 14,5 / 14,9 / 14,5 / 14,The Fertility Center of Oregon,Yes,Yes,Yes,Yes,Yes,No,No,0,OR
340,NORTHWEST FERTILITY CENTER,,PORTLAND,OREGON,100%,61%,0%,3%,0%,16%,11%,21%,20%,<1%,56%,8%,4%,7%,23%,110,0,"Eugene M. Stoelk, MD",44,13,15,2,2,1,9.1,0 / 13,2 / 15,0 / 2,1 / 2,0 / 1,2.0,2.8,2.5,4.5,4.0,5.0,47.9,19.4,24.2,0 / 9,3 / 4,0 / 5,8.6,1 / 13,0 / 13,0 / 2,0 / 1,0 / 1,27.3,1 / 13,4 / 15,0 / 2,0 / 2,0 / 1,0.0,1 / 13,0 / 15,0 / 2,0 / 2,0 / 1,50.0,3 / 13,6 / 15,0 / 2,0 / 2,0 / 1,52.3,4 / 13,6 / 15,0 / 2,1 / 2,0 / 1,35,13,13,2,1,1,34.3,1 / 13,4 / 13,0 / 2,0 / 1,0 / 1,0.0,1 / 13,0 / 13,0 / 2,0 / 1,0 / 1,62.9,3 / 13,6 / 13,0 / 2,0 / 1,0 / 1,65.7,4 / 13,6 / 13,0 / 2,1 / 1,0 / 1,23,4,6,0,1,0,52.2,1 / 4,4 / 6,,0 / 1,,0.0,1 / 4,0 / 6,,0 / 1,,95.7,3 / 4,6 / 6,,0 / 1,,9,6,0,0,0,0,9,6,0,0,0,0,2.3,3.0,,,,,2.0,1.8,,,,,4 / 18,6 / 11,,,,,0 / 9,2 / 6,,,,,0 / 9,0 / 6,,,,,2 / 9,4 / 6,,,,,2 / 9,4 / 6,,,,,10,8,10,8,2.0,2.3,50.0,5 / 18,6 / 10,3 / 8,7 / 10,4 / 8,7 / 10,4 / 8,Northwest Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OR
341,OREGON REPRODUCTIVE MEDICINE,,PORTLAND,OREGON,100%,72%,1%,2%,6%,8%,8%,40%,7%,4%,24%,13%,14%,7%,9%,939,145,"John S. Hesla, MD",167,90,52,27,9,1,6.6,6.7,13.5,18.5,1 / 9,0 / 1,1.9,1.9,2.1,2.4,3.2,4.0,58.6,52.4,40.7,18.4,0 / 16,0 / 4,6.8,8.7,0.0,0 / 13,0 / 5,0 / 1,34.1,33.3,21.2,14.8,0 / 9,0 / 1,0.0,0.0,0.0,0.0,0 / 9,0 / 1,58.7,51.1,34.6,18.5,0 / 9,0 / 1,64.7,56.7,44.2,22.2,1 / 9,0 / 1,138,77,38,16,5,1,41.3,39.0,28.9,4 / 16,0 / 5,0 / 1,0.0,0.0,0.0,0 / 16,0 / 5,0 / 1,71.0,59.7,47.4,5 / 16,0 / 5,0 / 1,78.3,66.2,60.5,6 / 16,1 / 5,0 / 1,108,51,23,6,1,0,52.8,58.8,47.8,4 / 6,0 / 1,,0.0,0.0,0.0,0 / 6,0 / 1,,90.7,90.2,78.3,5 / 6,0 / 1,,74,51,30,20,3,5,72,48,27,19,3,5,1.5,1.1,0.5,0.7,0.3,1.7,1.8,1.6,1.7,1.7,2.0,1.6,50.0,45.3,44.4,36.4,2 / 6,1 / 8,44.4,45.8,37.0,8 / 19,0 / 3,0 / 5,0.0,0.0,0.0,0 / 19,0 / 3,0 / 5,59.7,56.3,48.1,8 / 19,1 / 3,0 / 5,75.0,60.4,63.0,11 / 19,1 / 3,1 / 5,176,89,144,85,1.7,1.6,70.6,44.9,43.8,32.9,77.1,48.2,81.3,55.3,Oregon Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OR
342,UNIVERSITY FERTILITY CONSULTANTS,OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OREGON,100%,81%,0%,4%,6%,13%,15%,32%,5%,2%,49%,20%,6%,9%,27%,369,10,"David M. Lee, MD",92,44,52,26,11,1,7.6,15.9,15.4,19.2,3 / 11,0 / 1,2.0,2.1,2.5,2.8,3.9,3.0,42.7,23.4,9.7,5.5,3.2,0 / 3,3.8,11.8,0.0,0 / 16,0 / 8,0 / 1,29.3,13.6,17.3,7.7,1 / 11,0 / 1,0.0,0.0,0.0,0.0,0 / 11,0 / 1,51.1,25.0,17.3,7.7,1 / 11,0 / 1,53.3,25.0,19.2,11.5,1 / 11,1 / 1,81,37,41,20,8,1,33.3,16.2,22.0,10.0,1 / 8,0 / 1,0.0,0.0,0.0,0.0,0 / 8,0 / 1,58.0,29.7,22.0,10.0,1 / 8,0 / 1,60.5,29.7,24.4,15.0,1 / 8,1 / 1,49,11,10,3,1,1,55.1,6 / 11,9 / 10,2 / 3,1 / 1,0 / 1,0.0,0 / 11,0 / 10,0 / 3,0 / 1,0 / 1,95.9,11 / 11,9 / 10,2 / 3,1 / 1,0 / 1,38,25,13,9,4,2,38,25,13,9,3,2,3.8,2.3,4.3,1.5,1.5,,2.2,2.0,1.8,2.7,2.0,2.0,28.6,32.7,29.2,4.2,2 / 6,2 / 4,23.7,32.0,3 / 13,1 / 9,2 / 3,2 / 2,0.0,0.0,0 / 13,0 / 9,0 / 3,0 / 2,36.8,44.0,5 / 13,1 / 9,2 / 3,2 / 2,44.7,52.0,6 / 13,1 / 9,2 / 3,2 / 2,28,14,26,14,2.0,1.9,48.1,37.0,30.8,10 / 14,57.7,10 / 14,65.4,10 / 14,This clinic has closed or reorganized since 2012.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0,OR
343,"ABINGTON REPRODUCTIVE MEDICINE, ABINGTON IVF AND GENETICS",TOLL CENTER FOR REPRODUCTIVE SCIENCES,ABINGTON,PENNSYLVANIA,100%,79%,<1%,2%,8%,7%,8%,24%,5%,3%,22%,51%,2%,8%,9%,471,8,"Stephen G. Somkuti, MD, PhD",134,83,72,33,7,6,6.0,9.6,13.9,6.1,2 / 7,1 / 6,2.0,2.4,3.1,3.4,4.3,1.4,30.3,23.3,19.3,14.7,1 / 17,1 / 7,6.5,3.2,3.7,0 / 16,0 / 4,0 / 2,20.9,13.3,19.4,18.2,0 / 7,0 / 6,0.0,0.0,1.4,0.0,0 / 7,0 / 6,32.8,22.9,30.6,18.2,0 / 7,0 / 6,38.1,30.1,38.9,33.3,1 / 7,1 / 6,117,67,58,22,4,5,23.9,16.4,24.1,27.3,0 / 4,0 / 5,0.0,0.0,1.7,0.0,0 / 4,0 / 5,37.6,28.4,37.9,27.3,0 / 4,0 / 5,43.6,37.3,48.3,50.0,1 / 4,1 / 5,51,25,28,11,1,1,54.9,44.0,50.0,6 / 11,0 / 1,0 / 1,0.0,0.0,3.6,0 / 11,0 / 1,0 / 1,86.3,76.0,78.6,6 / 11,0 / 1,0 / 1,41,19,17,9,3,2,38,19,17,9,3,1,1.7,1.6,4.3,1.8,3.0,,2.0,1.8,2.7,2.6,3.3,2.0,19.7,20.0,8.7,8.7,0 / 10,1 / 2,13.2,5 / 19,2 / 17,2 / 9,0 / 3,1 / 1,0.0,0 / 19,0 / 17,0 / 9,0 / 3,0 / 1,23.7,6 / 19,2 / 17,2 / 9,0 / 3,1 / 1,31.6,6 / 19,3 / 17,2 / 9,0 / 3,1 / 1,20,17,20,16,2.2,2.1,48.8,20.6,25.0,6 / 16,60.0,6 / 16,65.0,9 / 16,"Abington Reproductive Medicine, Abington IVF and Genetics, Toll Center for Reproductive Sciences",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
344,"INFERTILITY SOLUTIONS, PC",,ALLENTOWN,PENNSYLVANIA,100%,95%,0%,0%,1%,16%,26%,36%,34%,1%,51%,2%,3%,15%,39%,92,0,"Bruce I. Rose, MD, PhD",35,21,13,7,3,4,2.9,0.0,0 / 13,0 / 7,0 / 3,0 / 4,2.2,1.8,2.1,2.6,1.7,1.5,21.4,33.3,14.8,4 / 18,0 / 5,0 / 6,3.4,0 / 12,0 / 10,0 / 5,0 / 2,0 / 1,17.1,14.3,2 / 13,2 / 7,0 / 3,0 / 4,0.0,9.5,0 / 13,0 / 7,0 / 3,0 / 4,25.7,28.6,2 / 13,3 / 7,0 / 3,0 / 4,37.1,28.6,3 / 13,3 / 7,0 / 3,0 / 4,32,18,13,7,3,4,18.8,3 / 18,2 / 13,2 / 7,0 / 3,0 / 4,0.0,2 / 18,0 / 13,0 / 7,0 / 3,0 / 4,28.1,6 / 18,2 / 13,3 / 7,0 / 3,0 / 4,40.6,6 / 18,3 / 13,3 / 7,0 / 3,0 / 4,13,6,3,3,0,0,6 / 13,3 / 6,2 / 3,2 / 3,,,0 / 13,2 / 6,0 / 3,0 / 3,,,9 / 13,6 / 6,2 / 3,3 / 3,,,2,2,0,1,0,0,2,2,0,1,0,0,2.0,2.0,,,,,2.0,2.5,,1.0,,,0 / 4,0 / 5,,0 / 1,,,0 / 2,0 / 2,,0 / 1,,,0 / 2,0 / 2,,0 / 1,,,0 / 2,0 / 2,,0 / 1,,,0 / 2,0 / 2,,0 / 1,,,0,4,0,3,,3.0,,2 / 9,,0 / 3,,1 / 3,,1 / 3,"Infertility Solutions, PC",Yes,Yes,Yes,Yes,Yes,No,Yes,21,PA
345,REPRODUCTIVE MEDICINE ASSOCIATES OF PENNSYLVANIA,,ALLENTOWN,PENNSYLVANIA,100%,83%,0%,0%,30%,10%,15%,17%,3%,8%,56%,33%,0%,15%,24%,241,85,"Wendy J. Schillings, MD",31,17,13,2,1,0,0.0,0 / 17,2 / 13,1 / 2,0 / 1,,2.0,1.7,1.9,1.0,1.0,,61.8,59.1,15 / 15,1 / 1,1 / 1,,3.6,3 / 12,1 / 8,1 / 1,,,35.5,6 / 17,2 / 13,1 / 2,1 / 1,,0.0,0 / 17,0 / 13,0 / 2,0 / 1,,67.7,9 / 17,7 / 13,1 / 2,1 / 1,,71.0,11 / 17,8 / 13,1 / 2,1 / 1,,28,13,8,1,1,0,39.3,6 / 13,2 / 8,1 / 1,1 / 1,,0.0,0 / 13,0 / 8,0 / 1,0 / 1,,75.0,9 / 13,7 / 8,1 / 1,1 / 1,,78.6,11 / 13,8 / 8,1 / 1,1 / 1,,22,11,8,1,1,0,50.0,6 / 11,2 / 8,1 / 1,1 / 1,,0.0,0 / 11,0 / 8,0 / 1,0 / 1,,95.5,9 / 11,7 / 8,1 / 1,1 / 1,,34,26,19,4,0,0,31,24,15,3,0,0,0.8,0.9,0.9,0.8,0.0,0.0,1.7,1.5,1.3,1.7,,,50.0,52.8,50.0,2 / 5,,,41.9,37.5,4 / 15,1 / 3,,,0.0,0.0,0 / 15,0 / 3,,,58.1,54.2,6 / 15,1 / 3,,,61.3,62.5,8 / 15,2 / 3,,,7,2,6,2,2.0,2.0,6 / 12,2 / 4,2 / 6,2 / 2,4 / 6,2 / 2,6 / 6,2 / 2,Reproductive Medicine Associates of Pennsylvania,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
346,FAMILY FERTILITY CENTER,,BETHLEHEM,PENNSYLVANIA,100%,63%,0%,3%,0%,9%,20%,50%,5%,3%,45%,19%,3%,16%,31%,109,6,"H. Christina Lee, MD",38,9,8,12,6,0,2.6,1 / 9,0 / 8,0 / 12,4 / 6,,1.6,2.0,2.3,2.6,2.0,,38.6,4 / 16,5 / 18,6.5,0 / 4,,19.2,1 / 7,0 / 7,0 / 11,0 / 2,,26.3,2 / 9,1 / 8,2 / 12,0 / 6,,0.0,0 / 9,0 / 8,0 / 12,0 / 6,,42.1,3 / 9,2 / 8,2 / 12,0 / 6,,50.0,3 / 9,3 / 8,2 / 12,0 / 6,,36,8,8,12,2,0,27.8,2 / 8,1 / 8,2 / 12,0 / 2,,0.0,0 / 8,0 / 8,0 / 12,0 / 2,,44.4,3 / 8,2 / 8,2 / 12,0 / 2,,52.8,3 / 8,3 / 8,2 / 12,0 / 2,,19,3,3,2,0,0,10 / 19,2 / 3,1 / 3,2 / 2,,,0 / 19,0 / 3,0 / 3,0 / 2,,,16 / 19,3 / 3,2 / 3,2 / 2,,,14,4,2,0,0,0,14,4,2,0,0,0,1.3,1.0,,0.0,,,1.9,1.8,2.0,,,,38.5,2 / 7,2 / 4,,,,3 / 14,1 / 4,2 / 2,,,,1 / 14,0 / 4,0 / 2,,,,4 / 14,1 / 4,2 / 2,,,,5 / 14,2 / 4,2 / 2,,,,4,6,3,6,1.7,1.7,2 / 5,3 / 10,2 / 3,2 / 6,2 / 3,2 / 6,2 / 3,3 / 6,Family Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
347,MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE,,BRYN MAWR,PENNSYLVANIA,100%,43%,<1%,<1%,7%,14%,21%,35%,6%,2%,21%,13%,20%,14%,11%,1132,121,"Michael J. Glassner, MD",304,140,114,69,20,9,3.3,4.3,5.3,11.6,15.0,0 / 9,2.1,2.3,2.8,3.4,2.8,2.8,34.5,30.0,16.4,13.0,0.0,0 / 17,4.5,4.3,3.4,2.2,1 / 12,0 / 6,27.3,20.7,19.3,13.0,0.0,0 / 9,0.7,0.0,0.9,0.0,0.0,0 / 9,40.1,35.0,25.4,14.5,0.0,0 / 9,52.6,45.0,34.2,29.0,5.0,0 / 9,280,125,99,50,14,6,29.6,23.2,22.2,18.0,0 / 14,0 / 6,0.7,0.0,1.0,0.0,0 / 14,0 / 6,43.6,39.2,29.3,20.0,0 / 14,0 / 6,57.1,50.4,39.4,40.0,1 / 14,0 / 6,160,63,39,20,1,0,51.9,46.0,56.4,45.0,0 / 1,,1.3,0.0,2.6,0.0,0 / 1,,76.3,77.8,74.4,50.0,0 / 1,,90,54,37,20,4,0,84,52,32,19,3,0,1.0,1.3,0.6,1.0,1.0,0.0,1.7,1.5,1.8,1.5,1.7,,34.7,23.8,12.5,27.6,1 / 5,,31.0,23.1,18.8,3 / 19,1 / 3,,0.0,0.0,0.0,0 / 19,0 / 3,,44.0,25.0,18.8,5 / 19,1 / 3,,48.8,34.6,34.4,7 / 19,1 / 3,,80,70,77,65,2.0,1.9,35.8,19.8,26.0,23.1,41.6,29.2,54.5,43.1,Main Line Fertility and Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
348,GEISINGER MEDICAL CENTER FERTILITY PROGRAM,,DANVILLE,PENNSYLVANIA,100%,84%,1%,2%,0%,15%,6%,28%,13%,9%,29%,6%,15%,9%,11%,142,0,"Jennifer Gell, MD",40,17,20,9,1,0,12.5,2 / 17,10.0,0 / 9,0 / 1,,1.9,2.5,2.6,2.7,4.0,,32.3,22.9,11.1,0.0,0 / 4,,9.7,0 / 13,0 / 14,0 / 8,0 / 1,,27.5,6 / 17,10.0,0 / 9,0 / 1,,0.0,0 / 17,0.0,0 / 9,0 / 1,,37.5,7 / 17,10.0,0 / 9,0 / 1,,37.5,7 / 17,25.0,1 / 9,0 / 1,,32,14,14,9,1,0,34.4,6 / 14,2 / 14,0 / 9,0 / 1,,0.0,0 / 14,0 / 14,0 / 9,0 / 1,,46.9,7 / 14,2 / 14,0 / 9,0 / 1,,46.9,7 / 14,5 / 14,1 / 9,0 / 1,,15,7,5,1,0,0,11 / 15,6 / 7,2 / 5,0 / 1,,,0 / 15,0 / 7,0 / 5,0 / 1,,,15 / 15,7 / 7,2 / 5,0 / 1,,,20,8,9,2,1,1,20,8,7,2,1,1,2.0,4.0,1.4,1.0,,,1.7,1.8,1.7,2.5,2.0,2.0,24.2,0 / 14,4 / 12,0 / 5,0 / 2,0 / 2,25.0,0 / 8,2 / 7,0 / 2,0 / 1,0 / 1,0.0,0 / 8,0 / 7,0 / 2,0 / 1,0 / 1,30.0,0 / 8,3 / 7,0 / 2,0 / 1,0 / 1,35.0,0 / 8,3 / 7,0 / 2,0 / 1,0 / 1,7,7,6,6,2.2,1.8,7 / 13,5 / 11,2 / 6,1 / 6,4 / 6,3 / 6,4 / 6,3 / 6,Geisinger Medical Center Fertility Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
349,PENN STATE MILTON S. HERSHEY MEDICAL CENTER,,HERSHEY,PENNSYLVANIA,100%,72%,0%,0%,0%,17%,24%,3%,6%,0%,22%,2%,35%,<1%,8%,134,2,"William C. Dodson, MD",52,12,14,1,0,0,7.7,3 / 12,1 / 14,0 / 1,,,1.9,2.1,2.5,3.0,,,25.0,5 / 17,12.5,0 / 3,,,2.7,1 / 8,0 / 11,0 / 1,,,13.5,3 / 12,1 / 14,0 / 1,,,0.0,0 / 12,0 / 14,0 / 1,,,25.0,3 / 12,2 / 14,0 / 1,,,25.0,4 / 12,3 / 14,0 / 1,,,42,8,13,1,0,0,16.7,3 / 8,1 / 13,0 / 1,,,0.0,0 / 8,0 / 13,0 / 1,,,31.0,3 / 8,2 / 13,0 / 1,,,31.0,4 / 8,3 / 13,0 / 1,,,13,4,3,0,0,0,7 / 13,3 / 4,1 / 3,,,,0 / 13,0 / 4,0 / 3,,,,13 / 13,3 / 4,2 / 3,,,,27,5,10,2,0,1,25,5,9,2,0,1,1.3,2.5,2.3,1.0,,,2.2,2.2,2.8,2.5,,3.0,17.9,1 / 11,12.0,1 / 5,,0 / 3,24.0,0 / 5,2 / 9,0 / 2,,0 / 1,0.0,0 / 5,0 / 9,0 / 2,,0 / 1,28.0,0 / 5,2 / 9,0 / 2,,0 / 1,36.0,1 / 5,3 / 9,1 / 2,,0 / 1,2,6,2,5,2.0,1.8,1 / 4,3 / 9,0 / 2,1 / 5,0 / 2,2 / 5,1 / 2,2 / 5,Penn State Milton S. Hershey Medical Center,Yes,Yes,Yes,No,Yes,Yes,Yes,0,PA
