OrderID,Clinic_Name,PrevClinName2,City,State,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,No_of_IVF_cycles_in_2012,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
385,FERTILITY CENTER OF DALLAS,,DALLAS,TEXAS,100%,76%,0%,2%,0%,27%,8%,26%,28%,16%,49%,8%,2%,18%,32%,166,33,"J. Michael Putman, MD",41,15,6,0,3,1,0,15-Jan,6-Jan,,3-Jan,0 / 1,2,2.1,2.6,,4,1,42.2,20,13-Feb,,0 / 8,0 / 1,4.9,0 / 12,0 / 5,,0 / 2,,31.7,15-Apr,6-Jan,,0 / 3,0 / 1,0,0 / 15,0 / 6,,0 / 3,0 / 1,56.1,15-Apr,6-Jan,,0 / 3,0 / 1,58.5,15-Jul,6-Mar,,0 / 3,0 / 1,41,12,5,0,2,1,31.7,12-Apr,5-Jan,,0 / 2,0 / 1,0,0 / 12,0 / 5,,0 / 2,0 / 1,56.1,12-Apr,5-Jan,,0 / 2,0 / 1,58.5,12-Jul,5-Mar,,0 / 2,0 / 1,24,7,3,0,0,0,54.2,7-Apr,3-Jan,,,,0,0 / 7,0 / 3,,,,95.8,7-Apr,3-Jan,,,,24,16,7,2,4,1,24,16,6,2,4,1,4,1.5,0.4,0.7,0.4,,2,2.1,2.3,3,3,5,48.9,29.4,14-Mar,6-Feb,0 / 12,0 / 5,33.3,16-Apr,6-Feb,0 / 2,0 / 4,0 / 1,0,0 / 16,0 / 6,0 / 2,0 / 4,0 / 1,58.3,16-Jul,6-Feb,2-Jan,0 / 4,0 / 1,62.5,16-Nov,6-Mar,2-Jan,0 / 4,0 / 1,10,3,10,3,1.9,2,15 / 19,6-Feb,10-Mar,0 / 3,10-Aug,3-Jan,10-Aug,3-Jan,Fertility Center of Dallas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
386,"IVF INSTITUTE, PA",,DALLAS,TEXAS,100%,69%,0%,0%,0%,27%,14%,62%,5%,3%,32%,0%,3%,11%,30%,45,8,"Noel Peng, MD",6,4,7,7,3,2,0 / 6,0 / 4,0 / 7,7-Feb,0 / 3,2-Jan,2,2,3.6,2.5,1.5,2,12-Feb,8-Apr,32,0 / 10,0 / 3,0 / 2,0 / 6,0 / 3,0 / 7,0 / 4,0 / 1,0 / 1,6-Feb,4-Feb,7-Feb,0 / 7,0 / 3,0 / 2,0 / 6,0 / 4,0 / 7,0 / 7,0 / 3,0 / 2,6-Feb,4-Mar,7-May,0 / 7,0 / 3,0 / 2,6-Mar,4-Mar,7-Jun,0 / 7,0 / 3,0 / 2,6,4,7,4,2,1,6-Feb,4-Feb,7-Feb,0 / 4,0 / 2,0 / 1,0 / 6,0 / 4,0 / 7,0 / 4,0 / 2,0 / 1,6-Feb,4-Mar,7-May,0 / 4,0 / 2,0 / 1,6-Mar,4-Mar,7-Jun,0 / 4,0 / 2,0 / 1,3,3,6,0,0,0,3-Feb,3-Feb,6-Feb,,,,0 / 3,0 / 3,0 / 6,,,,3-Feb,3-Mar,6-May,,,,1,0,3,0,0,0,1,0,1,0,0,0,,0,0.2,0,,,3,,1,,,,0 / 3,,0 / 1,,,,0 / 1,,0 / 1,,,,0 / 1,,0 / 1,,,,0 / 1,,0 / 1,,,,1-Jan,,0 / 1,,,,3,1,2,1,2,1,4-Jan,1-Jan,2-Jan,1-Jan,2-Jan,1-Jan,2-Jan,1-Jan,"IVF Institute, PA",Yes,No,Yes,Yes,Yes,No,Yes,0,TX
387,REPROMED FERTILITY CENTER,,DALLAS,TEXAS,100%,90%,0%,0%,3%,18%,7%,32%,10%,0%,21%,4%,29%,7%,12%,80,7,"Anil Pinto, MD",36,17,4,1,1,0,5.6,17-Jan,0 / 4,1-Jan,0 / 1,,2,2.4,2.8,,2,,47.1,31.6,11-Mar,,0 / 2,,0,0 / 16,0 / 4,,0 / 1,,41.7,17-Jul,4-Jan,0 / 1,0 / 1,,0,0 / 17,0 / 4,0 / 1,0 / 1,,63.9,17-Sep,4-Feb,0 / 1,0 / 1,,66.7,17-Sep,4-Feb,0 / 1,0 / 1,,34,16,4,0,1,0,44.1,16-Jul,4-Jan,,0 / 1,,0,0 / 16,0 / 4,,0 / 1,,67.6,16-Sep,4-Feb,,0 / 1,,70.6,16-Sep,4-Feb,,0 / 1,,24,9,2,0,0,0,62.5,9-Jul,2-Jan,,,,0,0 / 9,0 / 2,,,,95.8,9-Sep,2-Feb,,,,9,2,0,1,0,0,7,2,0,1,0,0,1.2,0.5,,,0,,1.9,2,,1,,,13-May,4-Jan,,0 / 1,,,7-Mar,2-Jan,,0 / 1,,,0 / 7,0 / 2,,0 / 1,,,7-Apr,2-Jan,,0 / 1,,,7-Apr,2-Jan,,0 / 1,,,1,1,1,1,2,2,0 / 2,0 / 2,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,0 / 1,ReproMed Fertility Center,Yes,No,Yes,Yes,Yes,No,Yes,0,TX
388,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-DALLAS,,DALLAS,TEXAS,100%,92%,<1%,1%,35%,11%,6%,55%,6%,8%,22%,23%,4%,16%,15%,286,10,"Walid Saleh, MD",72,35,26,26,7,3,4.2,5.7,3.8,3.8,7-Jan,3-Jan,2.1,2.2,1.6,1.3,2.4,,43.9,40.4,29.6,5-Feb,0 / 12,,0,4.3,12-Apr,2-Jan,0 / 4,,34.7,17.1,23.1,0,0 / 7,0 / 3,0,0,0,0,0 / 7,0 / 3,43.1,31.4,23.1,0,0 / 7,0 / 3,52.8,37.1,30.8,3.8,7-Jan,0 / 3,54,24,17,4,5,0,46.3,25,17-Jun,0 / 4,0 / 5,,0,0,0 / 17,0 / 4,0 / 5,,57.4,45.8,17-Jun,0 / 4,0 / 5,,70.4,54.2,17-Aug,4-Jan,5-Jan,,38,13,8,1,1,0,65.8,13-Jun,8-Jun,0 / 1,0 / 1,,0,0 / 13,0 / 8,0 / 1,0 / 1,,81.6,13-Nov,8-Jun,0 / 1,0 / 1,,34,9,5,1,0,0,34,9,4,1,0,0,2.3,1.8,1.3,,0,,2.1,1.9,2,5,,,31,17-Apr,8-Jan,0 / 5,,,26.5,9-Feb,4-Jan,0 / 1,,,0,0 / 9,0 / 4,0 / 1,,,38.2,9-Mar,4-Jan,0 / 1,,,50,9-Mar,4-Jan,0 / 1,,,40,18,35,18,1.9,2.1,53,40.5,22.9,18-Jun,48.6,18-Oct,71.4,18-Dec,Sher Institute for Reproductive Medicine-Dallas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
389,TEXAS CENTER FOR REPRODUCTIVE HEALTH,,DALLAS,TEXAS,100%,98%,0%,0%,5%,6%,23%,32%,17%,11%,32%,19%,5%,20%,19%,69,4,"Samuel P. Marynick, MD",21,5,8,6,1,0,0,0 / 5,0 / 8,6-Jan,0 / 1,,2,1.8,2,1.8,1,,41.7,9-Feb,16-Jul,7-Mar,0 / 1,,18-Jan,5-Jan,0 / 6,0 / 3,,,42.9,5-Feb,8-Feb,6-Feb,0 / 1,,0,0 / 5,0 / 8,0 / 6,0 / 1,,52.4,5-Feb,8-Apr,6-Feb,0 / 1,,61.9,5-Feb,8-May,6-Mar,0 / 1,,18,5,8,4,1,0,18-Sep,5-Feb,8-Feb,4-Feb,0 / 1,,0 / 18,0 / 5,0 / 8,0 / 4,0 / 1,,18-Nov,5-Feb,8-Apr,4-Feb,0 / 1,,13 / 18,5-Feb,8-May,4-Mar,0 / 1,,13,2,5,3,0,0,13-Sep,2-Feb,5-Feb,3-Feb,,,0 / 13,0 / 2,0 / 5,0 / 3,,,13-Nov,2-Feb,5-Apr,3-Feb,,,10,1,3,3,0,1,10,1,3,3,0,1,1.3,0.3,,,,,1.7,1,2,2,,1,17-May,0 / 1,0 / 6,6-Feb,,0 / 1,10-Mar,0 / 1,0 / 3,0 / 3,,0 / 1,0 / 10,0 / 1,0 / 3,0 / 3,,0 / 1,10-Apr,0 / 1,0 / 3,3-Jan,,0 / 1,10-May,0 / 1,0 / 3,3-Feb,,0 / 1,2,4,2,4,2,2,4-May,8-Feb,0 / 2,4-Jan,2-Feb,4-Jan,2-Feb,4-Jan,Texas Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
390,THE WOMEN'S PLACE,,DESOTO,TEXAS,100%,35%,0%,0%,0%,48%,16%,32%,4%,12%,52%,0%,4%,20%,36%,25,0,"Lisa A. King, MD",13,6,4,0,0,0,13-Feb,0 / 6,0 / 4,,,,1.9,2.3,2,,,,19-Dec,9-Jan,0 / 4,,,,0 / 9,0 / 3,0 / 2,,,,13-Mar,6-Jan,0 / 4,,,,0 / 13,0 / 6,0 / 4,,,,13-Jul,6-Jan,0 / 4,,,,13-Jul,6-Jan,0 / 4,,,,10,4,2,0,0,0,10-Mar,4-Jan,0 / 2,,,,0 / 10,0 / 4,0 / 2,,,,10-Jul,4-Jan,0 / 2,,,,10-Jul,4-Jan,0 / 2,,,,7,1,0,0,0,0,7-Mar,1-Jan,,,,,0 / 7,0 / 1,,,,,7-Jul,1-Jan,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,,3-Jan,,1-Jan,,1-Jan,,1-Jan,,The Women's Place,Yes,Yes,No,Yes,Yes,Yes,No,0,TX
391,UNIVERSITY FERTILITY CENTER,,DICKINSON,TEXAS,100%,57%,0%,3%,0%,36%,19%,19%,25%,19%,33%,0%,8%,28%,19%,36,0,"John Y. Phelps, MD",19,5,5,0,1,0,19-Feb,0 / 5,5-Jan,,0 / 1,,2.4,3.2,2.8,,3,,35,0 / 16,11-Apr,,0 / 3,,0 / 17,0 / 5,0 / 4,,0 / 1,,19-Jun,0 / 5,0 / 5,,0 / 1,,0 / 19,0 / 5,0 / 5,,0 / 1,,19-Oct,0 / 5,5-Feb,,0 / 1,,19-Nov,0 / 5,5-Feb,,0 / 1,,17,5,4,0,1,0,17-Jun,0 / 5,0 / 4,,0 / 1,,0 / 17,0 / 5,0 / 4,,0 / 1,,17-Oct,0 / 5,4-Feb,,0 / 1,,17-Nov,0 / 5,4-Feb,,0 / 1,,11,0,2,0,0,0,11-Jun,,0 / 2,,,,0 / 11,,0 / 2,,,,11-Oct,,2-Feb,,,,3,0,2,0,0,0,3,0,2,0,0,0,,,,,,,3,,2.5,,,,9-Jan,,5-Jan,,,,0 / 3,,2-Jan,,,,0 / 3,,0 / 2,,,,0 / 3,,2-Jan,,,,3-Jan,,2-Jan,,,,0,1,0,1,,2,,0 / 2,,0 / 1,,0 / 1,,0 / 1,University Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
392,"SOUTHWEST CENTER FOR REPRODUCTIVE HEALTH, PA",,EL PASO,TEXAS,100%,83%,0%,3%,0%,22%,23%,23%,21%,1%,30%,18%,3%,23%,16%,109,21,"Luis S. Noble, MD",9,6,14,5,1,0,0 / 9,0 / 6,14-Mar,5-Jan,0 / 1,,2.1,2,2.3,3.3,2,,19-Apr,12-Apr,21.7,10-Jan,0 / 2,,0 / 8,0 / 6,0 / 9,0 / 3,0 / 1,,9-Jan,6-Feb,14-Mar,5-Jan,0 / 1,,0 / 9,0 / 6,0 / 14,0 / 5,0 / 1,,9-Feb,6-Mar,14-Apr,5-Jan,0 / 1,,9-Apr,6-Mar,14-May,5-Jan,0 / 1,,9,6,10,3,1,0,9-Jan,6-Feb,10-Mar,3-Jan,0 / 1,,0 / 9,0 / 6,0 / 10,0 / 3,0 / 1,,9-Feb,6-Mar,10-Apr,3-Jan,0 / 1,,9-Apr,6-Mar,10-May,3-Jan,0 / 1,,4,3,5,1,0,0,4-Jan,3-Feb,5-Mar,1-Jan,,,0 / 4,0 / 3,0 / 5,0 / 1,,,4-Feb,3-Mar,5-Apr,1-Jan,,,25,12,6,1,0,0,25,12,6,1,0,0,1.7,1.5,6,0.5,,,2.1,2,2,2,,,36.5,41.7,12-Feb,0 / 2,,,28,12-Apr,6-Feb,0 / 1,,,0,0 / 12,0 / 6,0 / 1,,,48,12-May,6-Feb,0 / 1,,,64,12-Jul,6-Feb,0 / 1,,,6,3,6,2,1.7,2.5,10-Aug,5-Jan,6-Feb,2-Jan,6-Mar,2-Jan,6-May,2-Jan,"Southwest Center for Reproductive Health, PA",Yes,No,Yes,Yes,Yes,Yes,No,0,TX
393,BROOKE ARMY MEDICAL CENTER,,FORT SAM HOUSTON,TEXAS,100%,58%,0%,0%,0%,35%,13%,14%,24%,14%,45%,0%,8%,22%,24%,121,2,"Matthew G. Retzloff, MD",69,30,20,0,0,0,0,3.3,0,,,,2,2.1,2.3,,,,38.4,23,21.7,,,,0,3.8,0 / 17,,,,34.8,36.7,10,,,,1.4,0,0,,,,52.2,40,25,,,,53.6,46.7,35,,,,69,29,20,0,0,0,34.8,37.9,10,,,,1.4,0,0,,,,52.2,41.4,25,,,,53.6,48.3,35,,,,37,14,7,0,0,0,64.9,14-Nov,7-Feb,,,,2.7,0 / 14,0 / 7,,,,97.3,14-Dec,7-May,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,Brooke Army Medical Center,No,No,No,No,Yes,Yes,Yes,0,TX
394,"FORT WORTH FERTILITY, PA",,FORT WORTH,TEXAS,100%,91%,<1%,2%,10%,11%,9%,36%,5%,1%,27%,9%,16%,7%,5%,456,12,"Robert Kaufmann, MD",162,54,32,18,6,6,2.5,5.6,3.1,0 / 18,6-Jan,0 / 6,1.9,2,2.2,1.9,2.3,1.3,35.8,15.2,9.1,7.7,0 / 9,0 / 5,10.1,7.7,0,0 / 9,0 / 4,0 / 1,26.5,11.1,12.5,18-Feb,0 / 6,0 / 6,0.6,0,0,0 / 18,0 / 6,0 / 6,40.7,16.7,12.5,18-Feb,0 / 6,0 / 6,43.2,20.4,18.8,18-Feb,0 / 6,0 / 6,144,46,25,14,4,4,29.9,13,16,14-Feb,0 / 4,0 / 4,0.7,0,0,0 / 14,0 / 4,0 / 4,45.8,19.6,16,14-Feb,0 / 4,0 / 4,48.6,23.9,24,14-Feb,0 / 4,0 / 4,70,11,6,2,0,0,61.4,11-Jun,6-Apr,2-Feb,,,1.4,0 / 11,0 / 6,0 / 2,,,94.3,11-Sep,6-Apr,2-Feb,,,57,16,18,4,4,0,57,16,18,4,4,0,1.5,2.3,2.6,,4,0,1.8,1.6,1.8,2,2.3,,28.2,40,12.5,8-Feb,9-Mar,,35.1,16-Jul,18-Feb,0 / 4,4-Feb,,0,0 / 16,0 / 18,0 / 4,0 / 4,,40.4,16-Jul,18-Feb,4-Jan,4-Feb,,43.9,16-Sep,18-Mar,4-Jan,4-Mar,,43,24,40,24,1.9,1.9,50.6,26.7,37.5,33.3,60,37.5,67.5,45.8,"Fort Worth Fertility, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
395,DALLAS IVF,,FRISCO,TEXAS,100%,59%,0%,<1%,5%,15%,11%,18%,4%,1%,47%,7%,13%,2%,12%,457,7,"Brian D. Barnett, MD",172,94,49,20,5,1,7,4.3,10.2,5,0 / 5,0 / 1,2,2.1,2.5,2.9,3.6,5,41.7,34.4,24.7,6.8,18-Mar,5-Jan,8.5,7.4,0,0 / 14,0 / 5,0 / 1,26.2,26.6,22.4,0,5-Jan,1-Jan,0,1.1,0,0,0 / 5,0 / 1,47.1,43.6,28.6,0,5-Jan,1-Jan,51.2,46.8,38.8,15,5-Jan,1-Jan,152,88,36,15,5,1,29.6,28.4,30.6,0 / 15,5-Jan,1-Jan,0,1.1,0,0 / 15,0 / 5,0 / 1,53.3,46.6,38.9,0 / 15,5-Jan,1-Jan,57.9,50,52.8,15-Mar,5-Jan,1-Jan,88,44,19,3,1,1,51.1,56.8,19-Nov,0 / 3,1-Jan,1-Jan,0,2.3,0 / 19,0 / 3,0 / 1,0 / 1,92,93.2,14 / 19,0 / 3,1-Jan,1-Jan,42,23,10,3,0,0,41,18,10,3,0,0,2.1,1.8,5,3,,,1.7,1.6,1.7,1.3,,,56.5,42.9,17-Jun,4-Feb,,,46.3,18-Apr,10-May,3-Feb,,,2.4,0 / 18,0 / 10,0 / 3,,,61,18-Jul,10-May,3-Feb,,,70.7,18-Sep,10-Jun,3-Feb,,,22,9,20,9,1.9,1.8,73.7,16-Jul,40,9-Mar,85,9-May,85,9-May,Dallas IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
396,"FERTILITY SPECIALISTS OF TEXAS, PLLC",,FRISCO,TEXAS,100%,41%,0%,1%,6%,27%,13%,20%,5%,2%,41%,6%,9%,4%,19%,222,14,"Jerald S. Goldstein, MD",102,27,28,14,3,1,5.9,11.1,21.4,14-Mar,0 / 3,0 / 1,1.9,2,2.2,2.7,2,1,51.4,51.3,19.1,10,2-Jan,0 / 1,7.6,19-Jan,0 / 18,0 / 8,0 / 1,,43.1,29.6,28.6,14-Jan,3-Jan,0 / 1,1,0,0,0 / 14,0 / 3,0 / 1,61.8,48.1,28.6,14-Jan,3-Jan,0 / 1,68.6,51.9,32.1,14-Mar,3-Jan,0 / 1,94,20,21,11,1,1,46.8,40,38.1,11-Jan,1-Jan,0 / 1,1.1,0,0,0 / 11,0 / 1,0 / 1,67,65,38.1,11-Jan,1-Jan,0 / 1,74.5,70,42.9,11-Mar,1-Jan,0 / 1,70,14,9,3,1,0,62.9,14-Aug,9-Aug,3-Jan,1-Jan,,1.4,0 / 14,0 / 9,0 / 3,0 / 1,,90,13 / 14,9-Aug,3-Jan,1-Jan,,8,5,4,0,0,0,7,4,4,0,0,0,0.8,1,0.7,0,,,1.9,1.3,2,,,,13-Jul,5-Apr,8-Jan,,,,7-Feb,4-Feb,4-Jan,,,,0 / 7,0 / 4,0 / 4,,,,7-Apr,4-Mar,4-Jan,,,,7-May,4-Mar,4-Jan,,,,14,2,11,2,1.9,1.5,81,3-Feb,11-Mar,0 / 2,11-Oct,2-Jan,11-Oct,2-Jan,"Fertility Specialists of Texas, PLLC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TX
397,FRISCO INSTITUTE FOR REPRODUCTIVE MEDICINE,,FRISCO,TEXAS,100%,67%,0%,0%,2%,14%,23%,16%,8%,<1%,28%,8%,16%,4%,8%,138,6,"Rinku V. Mehta, MD",54,15,22,9,0,0,1.9,0 / 15,9.1,0 / 9,,,1.6,2.2,2.3,2.6,,,28.7,24.2,19.5,18-Jan,,,34.7,15-Jan,0 / 16,0 / 6,,,37,15-Jul,9.1,9-Jan,,,0,0 / 15,0,0 / 9,,,40.7,15-Jul,13.6,9-Jan,,,44.4,15-Sep,27.3,9-Jan,,,53,15,18,7,0,0,37.7,15-Jul,18-Feb,7-Jan,,,0,0 / 15,0 / 18,0 / 7,,,41.5,15-Jul,18-Mar,7-Jan,,,45.3,15-Sep,18-Jun,7-Jan,,,24,9,6,1,0,0,83.3,9-Jul,6-Feb,1-Jan,,,0,0 / 9,0 / 6,0 / 1,,,91.7,9-Jul,6-Mar,1-Jan,,,18,6,2,0,4,0,17,6,2,0,4,0,1.1,3,2,,,,1.8,2,1.5,,2.3,,35.5,12-Jan,3-Feb,,9-Feb,,17-Apr,6-Jan,0 / 2,,4-Jan,,0 / 17,0 / 6,0 / 2,,0 / 4,,17-Jun,6-Jan,2-Jan,,4-Jan,,17-Aug,6-Jan,2-Jan,,4-Feb,,2,0,2,0,1,,0 / 2,,0 / 2,,0 / 2,,0 / 2,,Frisco Institute for Reproductive Medicine,Yes,Yes,No,Yes,Yes,Yes,Yes,0,TX
398,ADVANCED FERTILITY CENTER OF TEXAS,,HOUSTON,TEXAS,100%,100%,0%,3%,12%,25%,32%,32%,13%,7%,25%,35%,1%,40%,20%,281,73,"Michael A. Allon, MD",49,13,19,4,1,1,0,0 / 13,0 / 19,0 / 4,0 / 1,0 / 1,2.3,2.5,2.6,2.8,3,4,29.1,21.2,20,11-Jan,0 / 3,0 / 4,0,0 / 13,0 / 19,0 / 4,0 / 1,0 / 1,22.4,13-Apr,19-Apr,4-Jan,0 / 1,0 / 1,2,0 / 13,0 / 19,0 / 4,0 / 1,0 / 1,38.8,13-Apr,19-May,4-Jan,0 / 1,0 / 1,51,13-Jun,19-Jul,4-Jan,0 / 1,0 / 1,48,13,19,4,1,1,22.9,13-Apr,19-Apr,4-Jan,0 / 1,0 / 1,2.1,0 / 13,0 / 19,0 / 4,0 / 1,0 / 1,39.6,13-Apr,19-May,4-Jan,0 / 1,0 / 1,52.1,13-Jun,19-Jul,4-Jan,0 / 1,0 / 1,25,6,7,1,0,0,44,6-Apr,7-Apr,1-Jan,,,4,0 / 6,0 / 7,0 / 1,,,76,6-Apr,7-May,1-Jan,,,56,20,13,4,2,1,55,20,13,4,2,1,1.2,1.4,0.6,0.7,1,0.3,2.1,2.4,2.5,3,3,4,32.2,40.4,21.2,12-Jan,6-Jan,0 / 4,27.3,35,13-Jan,4-Jan,2-Jan,0 / 1,0,0,0 / 13,0 / 4,0 / 2,0 / 1,41.8,55,13-Apr,4-Jan,2-Jan,0 / 1,54.5,65,13-May,4-Jan,2-Feb,0 / 1,16,9,15,9,2.3,2.1,55.9,19-Jul,15-Jun,9-Feb,15-Nov,9-Apr,13 / 15,9-May,Advanced Fertility Center of Texas,Yes,No,Yes,Yes,Yes,Yes,Yes,0,TX
